LSOA21CD,AHAH_Index_Score,AHAH_Index_Rank,AHAH_Index_Percentile
E01000969,41.9204,41321,97
E01000970,44.99,41815,99
E01000971,41.7435,41290,97
E01000972,42.4188,41417,98
E01000973,49.5092,42269,100
E01000974,47.0955,42065,99
E01000975,40.3802,41001,97
E01000976,50.0513,42302,100
E01000977,26.9465,32997,78
E01000978,24.8634,30233,71
E01000979,41.2795,41201,97
E01000980,36.0651,39602,93
E01000981,32.0472,37458,88
E01000982,34.5405,38896,92
E01000983,40.3999,41003,97
E01000984,39.9779,40900,96
E01000985,21.0504,23487,56
E01000986,21.4171,24226,57
E01000987,33.57,38409,91
E01000989,17.7137,16035,38
E01000990,19.7574,20750,49
E01000991,17.7062,16017,38
E01000992,18.9101,18869,45
E01000993,35.1791,39205,92
E01000994,32.4785,37782,89
E01000995,45.8499,41934,99
E01000996,38.6944,40521,96
E01000997,41.2472,41192,97
E01000998,38.8155,40557,96
E01000999,40.444,41013,97
E01001000,41.8872,41317,97
E01001001,31.9448,37389,88
E01001002,38.9524,40601,96
E01001003,34.2696,38774,91
E01001004,36.6864,39844,94
E01001005,41.372,41214,97
E01001006,32.473,37778,89
E01001007,39.1052,40635,96
E01001008,32.7084,37917,89
E01001009,38.6718,40509,95
E01001010,39.8954,40869,96
E01001011,43.2511,41561,98
E01001012,37.4357,40103,95
E01001013,36.728,39861,94
E01001015,17.1099,14567,35
E01001016,18.8986,18845,45
E01001017,16.3136,12646,30
E01001018,20.7498,22839,54
E01001019,17.0742,14480,34
E01001020,27.2615,33392,79
E01001021,21.8895,25171,60
E01001022,21.4361,24260,57
E01001023,41.2782,41199,97
E01001024,37.2672,40057,94
E01001025,25.2651,30808,73
E01001026,25.02,30455,72
E01001027,21.1567,23716,56
E01001028,16.8211,13823,33
E01001029,19.2754,19689,47
E01001030,17.0569,14428,34
E01001031,20.2235,21715,51
E01001032,16.0457,11981,29
E01001033,24.0302,28962,68
E01001034,21.7579,24897,59
E01001035,18.6924,18355,44
E01001036,17.3402,15138,36
E01001037,36.138,39622,93
E01001038,19.0682,19218,46
E01001039,17.0215,14345,34
E01001040,28.8828,35036,83
E01001041,22.11,25594,61
E01001042,41.3711,41213,97
E01001044,16.6209,13370,32
E01001046,16.0633,12016,29
E01001047,27.6147,33757,80
E01001049,15.5966,10894,26
E01001050,18.4042,17694,42
E01001051,34.3623,38815,92
E01001052,33.6618,38459,91
E01001053,28.9204,35071,83
E01001054,31.5053,37105,88
E01001055,27.0815,33164,78
E01001056,27.338,33458,79
E01001057,25.3551,30943,73
E01001058,24.3383,29430,70
E01001059,21.4932,24376,58
E01001060,21.9442,25287,60
E01001061,21.091,23568,56
E01001062,17.1425,14645,35
E01001063,28.3825,34539,81
E01001064,17.0946,14537,35
E01001065,21.4134,24223,57
E01001066,20.6498,22635,54
E01001067,18.2779,17399,41
E01001068,19.8117,20866,49
E01001069,18.8598,18762,44
E01001070,20.5783,22481,53
E01001071,22.8558,26897,64
E01001072,22.5682,26417,62
E01001073,20.283,21837,52
E01001074,22.4556,26223,62
E01001075,20.9767,23328,55
E01001076,32.782,37963,90
E01001077,36.4063,39738,94
E01001078,27.9316,34078,80
E01001079,33.5575,38404,91
E01001080,30.7974,36577,86
E01001081,28.8334,34987,83
E01001082,31.0727,36790,87
E01001083,35.6033,39394,93
E01001084,26.6997,32668,77
E01001085,50.8878,42356,100
E01001086,44.6658,41768,98
E01001087,55.2442,42518,100
E01001088,45.339,41867,99
E01001089,49.7489,42289,100
E01001090,51.1056,42367,100
E01001091,34.1511,38716,91
E01001092,16.2202,12428,30
E01001093,18.5095,17934,43
E01001094,15.123,9789,23
E01001095,35.7262,39444,93
E01001096,17.2163,14844,35
E01001097,47.0616,42059,99
E01001098,17.714,16036,38
E01001099,21.9958,25373,60
E01001100,20.4672,22259,53
E01001101,18.269,17378,41
E01001102,16.8442,13890,33
E01001103,20.2753,21823,52
E01001104,17.2364,14893,35
E01001105,25.2985,30854,73
E01001106,25.6823,31397,74
E01001107,15.1989,9990,24
E01001108,15.5883,10873,26
E01001109,39.7801,40832,96
E01001110,36.7873,39886,94
E01001111,39.3953,40723,96
E01001112,29.1735,35290,83
E01001113,32.8827,38019,90
E01001114,37.057,39985,94
E01001115,34.5364,38893,92
E01001116,36.5155,39784,94
E01001118,39.1575,40650,96
E01001119,32.2003,37570,89
E01001120,25.4096,31027,73
E01001121,23.2602,27660,65
E01001122,19.88,21009,50
E01001123,20.8669,23081,55
E01001124,16.8877,14009,33
E01001125,29.2751,35397,83
E01001126,28.0947,34245,81
E01001127,18.5255,17971,43
E01001128,18.2375,17305,41
E01001129,21.8296,25044,59
E01001130,16.2779,12549,30
E01001131,20.0137,21305,50
E01001132,17.5508,15662,37
E01001133,17.7832,16201,38
E01001134,19.7457,20722,49
E01001135,20.0559,21378,51
E01001136,35.4559,39325,93
E01001137,21.6977,24766,59
E01001138,20.0129,21302,50
E01001139,23.7015,28455,67
E01001140,19.5933,20369,48
E01001141,23.6642,28381,67
E01001142,28.5644,34706,82
E01001143,27.363,33489,79
E01001144,31.3847,37011,87
E01001145,41.0532,41165,97
E01001146,29.7772,35812,84
E01001147,37.5817,40151,95
E01001148,29.3947,35481,84
E01001149,25.1929,30723,73
E01001150,23.0997,27372,65
E01001151,31.4787,37075,87
E01001152,37.8142,40236,95
E01001153,35.1443,39185,92
E01001154,43.5275,41610,98
E01001155,46.9732,42048,99
E01001156,21.8017,24987,59
E01001157,28.1706,34318,81
E01001158,21.5667,24520,58
E01001159,24.1182,29096,69
E01001160,29.501,35582,84
E01001161,27.7135,33864,80
E01001162,24.2867,29340,69
E01001163,29.3319,35434,84
E01001164,45.394,41877,99
E01001165,22.0546,25486,60
E01001166,25.2728,30822,73
E01001167,16.9706,14211,34
E01001168,18.7466,18492,44
E01001169,14.3729,8116,20
E01001170,26.3562,32266,76
E01001171,16.1579,12258,29
E01001172,17.5696,15710,37
E01001173,16.0041,11872,28
E01001174,42.3996,41413,98
E01001175,39.1202,40638,96
E01001176,44.9068,41804,99
E01001177,38.7445,40536,96
E01001178,39.722,40813,96
E01001179,40.4962,41030,97
E01001180,38.6507,40504,95
E01001181,40.648,41065,97
E01001182,44.3684,41743,98
E01001183,48.1351,42160,99
E01001184,37.7645,40213,95
E01001185,29.0015,35145,83
E01001186,26.6265,32585,77
E01001187,26.589,32544,77
E01001188,31.3737,37003,87
E01001189,26.8319,32848,78
E01001190,29.6921,35743,84
E01001191,38.6902,40518,96
E01001192,33.3863,38319,90
E01001193,27.7584,33903,80
E01001194,32.234,37591,89
E01001195,24.8373,30196,71
E01001196,34.3818,38826,92
E01001197,27.5688,33715,80
E01001198,34.3536,38810,92
E01001199,33.3383,38284,90
E01001200,48.4077,42183,99
E01001201,37.0049,39961,94
E01001202,51.0834,42366,100
E01001203,51.3459,42376,100
E01001204,27.7226,33867,80
E01001205,25.6581,31364,74
E01001206,24.7598,30070,71
E01001207,51.5837,42390,100
E01001208,23.5573,28189,67
E01001209,24.1252,29107,69
E01001210,20.3747,22045,52
E01001211,21.0898,23562,56
E01001212,23.2748,27693,65
E01001213,28.6536,34804,82
E01001214,26.2042,32062,76
E01001215,35.4094,39304,93
E01001216,23.7106,28467,67
E01001217,25.6624,31373,74
E01001218,21.4726,24324,58
E01001219,19.5938,20373,48
E01001220,21.354,24107,57
E01001223,23.4508,28011,66
E01001224,25.1363,30646,72
E01001225,29.6051,35675,84
E01001226,23.5781,28216,67
E01001227,26.269,32156,76
E01001228,27.7869,33933,80
E01001229,32.4549,37765,89
E01001230,37.0661,39989,94
E01001231,23.1084,27386,65
E01001232,29.4135,35502,84
E01001233,41.1904,41188,97
E01001234,26.4584,32384,76
E01001235,28.8436,34998,83
E01001236,31.8443,37323,88
E01001237,26.7825,32787,77
E01001239,28.9442,35093,83
E01001240,29.8015,35828,85
E01001241,35.299,39250,93
E01001242,27.866,34013,80
E01001243,34.1196,38704,91
E01001244,29.8647,35882,85
E01001245,38.1816,40353,95
E01001246,35.9152,39524,93
E01001247,40.8424,41114,97
E01001248,25.1561,30671,72
E01001249,49.4105,42262,100
E01001250,35.7905,39462,93
E01001251,34.9941,39117,92
E01001252,39.2485,40678,96
E01001253,30.1466,36093,85
E01001254,26.2156,32076,76
E01001255,28.41,34563,82
E01001257,16.4534,12975,31
E01001258,21.331,24060,57
E01001259,29.4561,35548,84
E01001260,31.1569,36863,87
E01001261,43.4895,41603,98
E01001262,17.4151,15315,36
E01001263,17.4211,15329,36
E01001264,19.1741,19453,46
E01001265,23.3005,27745,66
E01001266,26.4914,32435,77
E01001267,28.1708,34321,81
E01001268,20.5196,22374,53
E01001269,26.5499,32494,77
E01001270,25.304,30859,73
E01001271,26.4992,32446,77
E01001272,28.1312,34276,81
E01001273,26.5301,32473,77
E01001274,21.6747,24736,58
E01001275,25.5414,31202,74
E01001276,25.1693,30692,72
E01001277,26.8742,32905,78
E01001278,26.0043,31799,75
E01001279,21.0849,23550,56
E01001280,22.2215,25793,61
E01001281,20.7788,22899,54
E01001282,25.6614,31370,74
E01001283,27.5977,33738,80
E01001284,26.7033,32670,77
E01001285,27.6932,33841,80
E01001286,23.1548,27477,65
E01001287,22.6256,26521,63
E01001288,25.6657,31376,74
E01001289,25.2527,30798,73
E01001290,21.1507,23701,56
E01001291,26.1622,32018,76
E01001292,27.9629,34099,80
E01001293,26.1814,32039,76
E01001294,22.8259,26843,63
E01001295,23.5218,28130,66
E01001296,23.8445,28697,68
E01001297,23.0459,27273,64
E01001298,26.4619,32388,76
E01001299,23.6483,28346,67
E01001300,33.9969,38624,91
E01001301,36.882,39920,94
E01001302,27.2095,33325,79
E01001303,35.9806,39555,93
E01001304,29.614,35678,84
E01001305,26.0464,31862,75
E01001306,30.4768,36337,86
E01001307,24.954,30349,72
E01001308,24.164,29161,69
E01001309,24.0472,28995,68
E01001310,20.4809,22292,53
E01001311,25.0468,30498,72
E01001312,26.3829,32296,76
E01001313,24.8276,30175,71
E01001314,22.6359,26534,63
E01001315,22.7419,26719,63
E01001316,17.2798,15000,36
E01001317,15.8627,11543,28
E01001318,16.6007,13322,32
E01001319,21.9987,25377,60
E01001320,18.3489,17575,42
E01001321,21.7187,24817,59
E01001322,17.8493,16370,39
E01001323,25.9508,31739,75
E01001324,26.2005,32060,76
E01001325,23.1452,27457,65
E01001326,22.3178,25982,61
E01001327,20.8406,23018,54
E01001328,20.3085,21886,52
E01001329,19.216,19560,46
E01001330,19.4995,20168,48
E01001331,19.2941,19732,47
E01001332,15.7691,11306,27
E01001333,26.5432,32489,77
E01001334,17.209,14827,35
E01001335,20.4799,22290,53
E01001336,21.5465,24483,58
E01001337,22.1437,25649,61
E01001338,24.8591,30231,71
E01001339,16.7522,13653,33
E01001340,22.0076,25393,60
E01001341,24.3367,29425,69
E01001342,21.775,24941,59
E01001343,18.0732,16931,40
E01001344,17.6526,15903,38
E01001345,23.5197,28126,66
E01001346,25.2796,30831,73
E01001347,23.0146,27200,64
E01001348,23.4792,28068,66
E01001349,25.1963,30727,73
E01001350,29.3668,35458,84
E01001351,48.7392,42216,99
E01001352,36.4271,39750,94
E01001353,27.0056,33068,78
E01001354,39.5792,40771,96
E01001355,38.6564,40506,95
E01001356,33.964,38600,91
E01001357,33.4804,38355,90
E01001358,41.8108,41298,97
E01001359,29.2037,35323,83
E01001360,31.7725,37277,88
E01001361,42.2874,41397,98
E01001362,38.93,40592,96
E01001363,23.7655,28559,67
E01001364,21.1289,23649,56
E01001365,26.9773,33034,78
E01001366,31.867,37337,88
E01001367,39.1656,40653,96
E01001368,30.4348,36306,86
E01001369,28.2703,34424,81
E01001370,40.6994,41073,97
E01001371,25.1213,30622,72
E01001372,25.6468,31346,74
E01001373,34.0747,38681,91
E01001374,30.3648,36245,85
E01001375,28.7201,34871,82
E01001376,32.2787,37629,89
E01001377,25.4421,31072,73
E01001379,32.3242,37670,89
E01001380,34.025,38642,91
E01001381,43.7687,41658,98
E01001382,32.5438,37816,89
E01001383,32.5634,37829,89
E01001384,39.0097,40615,96
E01001385,34.002,38626,91
E01001386,43.2437,41559,98
E01001387,29.8165,35837,85
E01001388,42.2549,41391,98
E01001389,39.2273,40671,96
E01001390,30.8943,36660,86
E01001391,31.4786,37074,87
E01001392,28.2751,34427,81
E01001393,31.887,37356,88
E01001394,35.0238,39131,92
E01001395,25.1027,30590,72
E01001396,51.4613,42383,100
E01001397,25.9344,31721,75
E01001398,21.1799,23758,56
E01001399,28.4897,34640,82
E01001400,29.1016,35239,83
E01001401,29.3632,35457,84
E01001402,26.8387,32863,78
E01001403,28.2559,34409,81
E01001404,26.8728,32902,78
E01001405,19.3693,19888,47
E01001406,30.3887,36273,86
E01001407,21.0076,23393,55
E01001408,38.6036,40484,95
E01001409,27.1675,33280,79
E01001410,21.7067,24791,59
E01001411,41.592,41265,97
E01001412,22.745,26727,63
E01001413,21.5035,24395,58
E01001414,25.4891,31134,74
E01001415,20.9479,23250,55
E01001416,18.4399,17792,42
E01001417,18.2053,17222,41
E01001418,17.8095,16264,39
E01001419,17.8072,16259,39
E01001420,17.4316,15360,37
E01001421,19.1901,19504,46
E01001422,15.9624,11767,28
E01001423,36.714,39850,94
E01001424,32.0789,37491,88
E01001425,32.4986,37791,89
E01001426,32.6617,37886,89
E01001427,39.9475,40889,96
E01001428,27.7047,33856,80
E01001429,56.3072,42537,100
E01001430,33.8359,38527,91
E01001431,30.2543,36171,85
E01001432,34.7797,39003,92
E01001433,29.5328,35614,84
E01001434,28.9528,35099,83
E01001435,29.2492,35373,83
E01001436,31.3212,36977,87
E01001437,37.3273,40078,94
E01001438,28.7149,34865,82
E01001439,39.3565,40714,96
E01001440,30.8929,36659,86
E01001441,40.4868,41026,97
E01001442,32.0731,37485,88
E01001444,26.4786,32417,77
E01001445,28.9456,35094,83
E01001446,31.5914,37170,88
E01001447,38.1173,40331,95
E01001448,40.178,40954,97
E01001449,36.203,39651,93
E01001450,36.1444,39627,93
E01001451,20.2279,21727,51
E01001452,17.9424,16599,39
E01001453,16.6675,13480,32
E01001454,18.0112,16780,40
E01001455,24.4432,29592,70
E01001456,20.4737,22276,53
E01001457,27.6745,33826,80
E01001458,24.7261,30021,71
E01001459,31.2305,36919,87
E01001460,36.4344,39752,94
E01001461,24.3398,29433,70
E01001462,31.1762,36880,87
E01001463,27.0434,33111,78
E01001464,27.712,33861,80
E01001465,26.6211,32579,77
E01001466,26.2876,32183,76
E01001467,27.0337,33099,78
E01001468,18.8976,18843,45
E01001469,19.5883,20354,48
E01001470,15.2383,10079,24
E01001471,17.3591,15187,36
E01001472,22.7085,26664,63
E01001473,13.483,6321,15
E01001474,19.9333,21128,50
E01001475,15.9799,11815,28
E01001476,33.2123,38217,90
E01001477,26.3444,32252,76
E01001478,25.8594,31641,75
E01001479,38.1466,40343,95
E01001480,27.3205,33439,79
E01001481,30.2694,36181,85
E01001482,31.8176,37308,88
E01001483,27.1402,33239,78
E01001484,28.8853,35039,83
E01001485,39.0152,40619,96
E01001486,37.2554,40055,94
E01001487,37.366,40085,94
E01001488,35.5607,39370,93
E01001489,32.8856,38020,90
E01001491,37.7988,40225,95
E01001492,40.3345,40989,97
E01001493,26.3891,32306,76
E01001494,30.6169,36429,86
E01001495,34.4442,38859,92
E01001496,23.7507,28536,67
E01001497,27.3447,33465,79
E01001498,50.1234,42309,100
E01001499,28.794,34940,82
E01001500,29.5279,35605,84
E01001501,32.9426,38052,90
E01001502,30.6699,36473,86
E01001503,27.5169,33651,79
E01001504,25.4979,31146,74
E01001505,27.3432,33461,79
E01001507,34.553,38901,92
E01001508,30.4608,36323,86
E01001509,23.4335,27986,66
E01001511,31.0877,36803,87
E01001512,53.2276,42465,100
E01001513,30.9471,36706,87
E01001514,34.0635,38668,91
E01001515,34.6976,38971,92
E01001516,27.0697,33144,78
E01001517,30.9268,36693,87
E01001518,30.5612,36389,86
E01001520,22.0486,25478,60
E01001521,21.5333,24454,58
E01001522,11.8649,3616,9
E01001523,17.5168,15575,37
E01001524,19.719,20659,49
E01001525,22.5288,26357,62
E01001526,19.9976,21267,50
E01001527,23.997,28910,68
E01001528,32.5389,37811,89
E01001529,31.4035,37027,87
E01001530,30.665,36469,86
E01001531,22.1964,25755,61
E01001532,22.6087,26492,63
E01001533,23.1144,27402,65
E01001534,29.2239,35350,83
E01001535,24.2633,29303,69
E01001536,41.4959,41249,97
E01001537,22.8951,26969,64
E01001538,30.2296,36155,85
E01001539,35.5527,39367,93
E01001540,27.7327,33877,80
E01001541,35.7849,39459,93
E01001542,42.2631,41394,98
E01001543,33.5156,38378,90
E01001544,36.1213,39619,93
E01001545,23.3993,27928,66
E01001546,23.743,28521,67
E01001547,31.3689,36999,87
E01001548,23.3563,27848,66
E01001549,32.2537,37607,89
E01001550,26.5845,32537,77
E01001551,25.5297,31192,74
E01001552,27.4144,33548,79
E01001553,28.5657,34708,82
E01001554,32.2817,37634,89
E01001555,39.3252,40709,96
E01001556,28.2013,34358,81
E01001557,34.7877,39010,92
E01001558,46.6034,42011,99
E01001559,27.549,33687,79
E01001560,28.7822,34932,82
E01001562,31.1621,36867,87
E01001563,27,33060,78
E01001564,29.88,35896,85
E01001565,23.6007,28264,67
E01001566,25.9166,31702,75
E01001567,18.2057,17226,41
E01001568,18.9784,19016,45
E01001569,23.1807,27529,65
E01001570,26.7655,32768,77
E01001571,28.1401,34287,81
E01001572,28.0419,34182,81
E01001573,29.0899,35227,83
E01001574,21.6981,24768,59
E01001575,20.0101,21293,50
E01001576,22.1131,25599,61
E01001577,21.148,23693,56
E01001578,29.1847,35306,83
E01001579,22.8897,26959,64
E01001580,25.8584,31637,75
E01001581,33.8595,38539,91
E01001582,20.2034,21673,51
E01001583,21.4185,24230,57
E01001584,21.4474,24279,57
E01001585,26.258,32141,76
E01001586,23.4597,28032,66
E01001587,24.173,29179,69
E01001588,23.3991,27927,66
E01001589,25.3456,30929,73
E01001590,29.6966,35746,84
E01001591,25.9396,31725,75
E01001592,31.7749,37279,88
E01001593,31.7226,37249,88
E01001594,30.5246,36370,86
E01001595,27.7944,33938,80
E01001596,17.0887,14531,35
E01001597,26.7923,32797,77
E01001598,20.0881,21453,51
E01001599,16.8183,13817,33
E01001600,22.1581,25680,61
E01001601,17.9983,16744,40
E01001602,18.7046,18388,44
E01001603,17.5519,15665,37
E01001604,35.5396,39361,93
E01001605,32.2639,37616,89
E01001606,31.591,37167,88
E01001607,33.2529,38239,90
E01001608,25.2724,30820,73
E01001609,40.3724,40999,97
E01001610,24.815,30154,71
E01001611,27.7415,33885,80
E01001613,24.2319,29258,69
E01001614,19.5819,20339,48
E01001615,50.3064,42321,100
E01001617,20.7334,22807,54
E01001618,21.261,23913,57
E01001619,27.88,34024,80
E01001620,31.7734,37278,88
E01001621,29.1449,35259,83
E01001623,30.2192,36149,85
E01001624,27.2598,33387,79
E01001625,30.529,36373,86
E01001629,28.8358,34988,83
E01001631,44.6049,41760,98
E01001632,34.9032,39068,92
E01001633,29.1615,35274,83
E01001634,31.4827,37080,87
E01001635,30.9192,36682,87
E01001636,33.2049,38210,90
E01001637,32.045,37456,88
E01001638,27.3013,33419,79
E01001641,36.4334,39751,94
E01001642,24.2735,29313,69
E01001644,33.0051,38083,90
E01001645,25.7921,31546,74
E01001646,29.5295,35606,84
E01001647,24.0415,28987,68
E01001648,23.5472,28169,67
E01001649,29.6485,35703,84
E01001650,27.7241,33870,80
E01001651,23.3246,27780,66
E01001652,29.958,35954,85
E01001653,24.6772,29953,71
E01001654,24.6167,29862,71
E01001655,21.9956,25372,60
E01001656,23.6815,28412,67
E01001657,23.245,27646,65
E01001658,23.4386,27995,66
E01001659,24.0508,29005,69
E01001660,23.7302,28501,67
E01001661,22.5196,26336,62
E01001664,38.1509,40344,95
E01001665,39.4855,40744,96
E01001666,37.008,39963,94
E01001669,24.4164,29548,70
E01001671,28.7149,34864,82
E01001672,39.4824,40743,96
E01001673,42.0296,41341,97
E01001674,28.833,34985,83
E01001675,37.0417,39977,94
E01001676,28.1112,34258,81
E01001677,31.8299,37318,88
E01001678,30.8531,36625,86
E01001679,23.1054,27383,65
E01001680,22.6608,26588,63
E01001681,25.9631,31757,75
E01001682,21.6207,24630,58
E01001683,32.4579,37768,89
E01001684,23.8342,28677,68
E01001685,33.7335,38485,91
E01001686,25.4747,31115,73
E01001687,20.2268,21725,51
